armas_medios,cantidad,departamento,municipio,genero,grupo_etario
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,MENORES
ARMA BLANCA,1,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,GIRARDOT,MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,5,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,DUITAMA,FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
DESCONOCIDA,8,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,QUINDIO,LA TEBAIDA,MASCULINO,MENORES
SIN EMPLEO DE ARMAS,1,META,GRANADA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,5,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,SAN GIL,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,PUTUMAYO,PUERTO ASÍS,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,ZIPAQUIRÁ,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,META,RESTREPO,FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,CAUCASIA,MASCULINO,ADOLESCENTES
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NARIÑO,PASTO (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,MENORES
ARMA BLANCA,2,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,SAN GIL,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CORDOBA,SAHAGÚN,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,GIRÓN,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,NARIÑO,IPIALES,FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,5,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,ANTIOQUIA,APARTADÓ,MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,MOSQUERA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
ARMA BLANCA,1,SUCRE,SINCELEJO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,QUINDIO,ARMENIA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,URRAO,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
SIN EMPLEO DE ARMAS,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
ARMA BLANCA,5,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAQUETA,FLORENCIA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,ZIPAQUIRÁ,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,14,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BELLO,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,ANTIOQUIA,TURBO,FEMENINO,ADULTOS
ARMA BLANCA,1,NORTE DE SANTANDER,CUCUTILLA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,CESAR,VALLEDUPAR (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,BOYACA,PUERTO BOYACÁ,FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,15,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,PIEDECUESTA,MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,ITAGUI,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,SOLEDAD,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,HISPANIA,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,RISARALDA,DOSQUEBRADAS,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,META,ACACÍAS,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADOLESCENTES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,HUILA,NEIVA (CT),FEMENINO,ADOLESCENTES
DESCONOCIDA,9,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,CUNDINAMARCA,SOACHA,MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,PALMIRA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,SOPLAVIENTO,MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,PITALITO,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,META,GRANADA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),MASCULINO,ADULTOS
ARMA BLANCA,2,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,FUSAGASUGÁ,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOLIVAR,CARTAGENA (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CANDELARIA,FEMENINO,ADULTOS
ARMA BLANCA,1,META,ACACÍAS,FEMENINO,ADULTOS
ARMA BLANCA,1,CAQUETA,FLORENCIA (CT),MASCULINO,MENORES
DESCONOCIDA,1,CUNDINAMARCA,CHÍA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,DUITAMA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,PALMIRA,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,PIENDAMÓ,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,SAN AGUSTÍN,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SUCRE,SINCELEJO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,GIRARDOT,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
